AuthorId,RecipeId,Rating,TestSetId
1302367D,20408,True,8711.0
1340920A,83203,False,8712.0
1144477C,9965,False,8713.0
1144477C,38069,False,8714.0
96856D,30902,False,8715.0
96856D,29634,True,8716.0
1187553A,152161,False,8717.0
2511341B,150863,True,8718.0
2001362654B,153877,False,8719.0
2001865313C,486641,True,8720.0
1070693C,189889,True,8721.0
1070693C,122143,False,8722.0
1070693C,95220,True,8723.0
1070693C,41798,False,8724.0
1070693C,35813,False,8725.0
1070693C,22164,False,8726.0
1070693C,120436,True,8727.0
1070693C,154019,True,8728.0
1070693C,31083,True,8729.0
1070693C,89751,False,8730.0
1070693C,107643,False,8731.0
1070693C,56103,True,8732.0
1070693C,99151,False,8733.0
1070693C,63499,True,8734.0
1070693C,67856,True,8735.0
1070693C,124868,True,8736.0
1070693C,117026,True,8737.0
854453E,90894,True,8738.0
538957B,115929,True,8739.0
538957B,102058,False,8740.0
2002055512A,118979,True,8741.0
2002055512A,113248,True,8742.0
2002055512A,59792,True,8743.0
2002055512A,37149,True,8744.0
1775286B,202974,True,8745.0
1872080C,48852,False,8746.0
2611514A,10744,False,8747.0
1307541D,51104,True,8748.0
2000453926A,27275,False,8749.0
211299C,63981,False,8750.0
810446A,13147,False,8751.0
810446A,92016,True,8752.0
810446A,16866,True,8753.0
261340E,42272,True,8754.0
2002843625A,74088,True,8755.0
2002843625A,102207,False,8756.0
2002843625A,76491,True,8757.0
2002843625A,106112,True,8758.0
1751160B,52799,True,8759.0
1751160B,20225,True,8760.0
1751160B,117526,True,8761.0
2000168632D,34562,False,8762.0
1803699937C,499705,True,8763.0
1802662266A,213508,True,8764.0
2001636440D,19023,False,8765.0
2000552546E,344080,True,8766.0
2002259836D,2886,True,8767.0
921106D,377674,True,8768.0
921106D,235943,False,8769.0
1801928490B,158671,True,8770.0
2000489306A,133320,True,8771.0
2000174974D,5063,True,8772.0
1287586A,75061,True,8773.0
1287586A,58309,True,8774.0
1535853E,35390,False,8775.0
1535853E,30516,True,8776.0
2000660781E,86810,True,8777.0
2002647265C,17590,False,8778.0
2002647265C,8701,True,8779.0
2002647265C,155669,False,8780.0
2002647265C,401424,True,8781.0
2002647265C,60062,False,8782.0
830113B,150334,True,8783.0
1984521E,71360,True,8784.0
2768653D,52366,False,8785.0
330511D,101816,True,8786.0
330511D,146427,False,8787.0
330511D,8594,False,8788.0
330511D,46922,False,8789.0
330511D,63689,False,8790.0
330511D,50587,False,8791.0
330511D,63786,False,8792.0
330511D,27600,True,8793.0
330511D,120519,True,8794.0
330511D,225575,True,8795.0
2002072629E,153062,True,8796.0
2002072629E,204576,True,8797.0
2002072629E,83207,True,8798.0
2002072629E,68178,True,8799.0
2002072629E,55360,True,8800.0
2002072629E,8060,False,8801.0
2002072629E,78705,True,8802.0
2002072629E,108688,False,8803.0
2002072629E,87759,True,8804.0
2002072629E,63860,True,8805.0
2002072629E,92076,False,8806.0
2002072629E,4545,False,8807.0
2002072629E,8673,True,8808.0
2002072629E,56231,True,8809.0
2002072629E,144338,False,8810.0
2002072629E,65009,True,8811.0
2002072629E,104700,False,8812.0
2002072629E,82345,True,8813.0
2002072629E,25080,False,8814.0
2002072629E,102191,True,8815.0
2002072629E,50495,True,8816.0
2002072629E,56807,False,8817.0
2002072629E,133930,False,8818.0
2002072629E,101816,True,8819.0
2002072629E,110635,False,8820.0
2002072629E,32130,True,8821.0
2002072629E,58836,True,8822.0
2002072629E,12910,True,8823.0
2002072629E,31562,True,8824.0
2002072629E,78814,False,8825.0
2002072629E,70912,True,8826.0
2002072629E,5483,True,8827.0
2002072629E,69510,True,8828.0
512304C,9351,False,8829.0
2001247978B,495271,False,8830.0
153918A,296370,False,8831.0
2001992965B,21706,False,8832.0
2807984C,9015,False,8833.0
767991A,314661,True,8834.0
2002437354A,486641,True,8835.0
1638374C,62442,True,8836.0
1641677A,55661,False,8837.0
1641677A,348802,False,8838.0
1170265D,82102,True,8839.0
187360C,75061,True,8840.0
187360C,118010,True,8841.0
187360C,53518,True,8842.0
187360C,82256,True,8843.0
187360C,318534,True,8844.0
187360C,204753,True,8845.0
187360C,17570,True,8846.0
1917827A,354755,True,8847.0
1270031B,12458,True,8848.0
2000315522A,112978,True,8849.0
2000315522A,77201,True,8850.0
2000315522A,42564,True,8851.0
2000315522A,325034,True,8852.0
2002034307A,8701,True,8853.0
337426D,63924,False,8854.0
2000009160A,53056,False,8855.0
2000317318D,88002,True,8856.0
2000317318D,8972,False,8857.0
2000317318D,35813,False,8858.0
2000317318D,230515,True,8859.0
2703326D,54145,False,8860.0
2703326D,50449,True,8861.0
2703326D,5170,False,8862.0
1658684D,43783,True,8863.0
2002033248E,115432,False,8864.0
2002033248E,14047,True,8865.0
2599738B,111776,False,8866.0
2001620913D,151029,True,8867.0
1052375A,52488,False,8868.0
1052375A,130117,True,8869.0
1052375A,109387,False,8870.0
1052375A,43728,True,8871.0
1052375A,57985,True,8872.0
1052375A,25260,False,8873.0
1052375A,36386,False,8874.0
1052375A,149386,False,8875.0
1052375A,36695,False,8876.0
1052375A,31809,True,8877.0
1052375A,102493,True,8878.0
1052375A,42759,False,8879.0
1052375A,89204,True,8880.0
1052375A,3408,False,8881.0
975720C,65340,False,8882.0
975720C,73440,True,8883.0
2002066232E,63828,True,8884.0
2373643C,47188,True,8885.0
2373643C,47828,True,8886.0
2373643C,309746,False,8887.0
1875868B,155959,False,8888.0
1875868B,127066,False,8889.0
1875868B,100186,False,8890.0
1875868B,220871,True,8891.0
6227602A,212885,True,8892.0
6227602A,24154,True,8893.0
6227602A,25806,True,8894.0
2884772A,226011,False,8895.0
2884772A,54225,True,8896.0
2884772A,15191,False,8897.0
1802801166D,192744,False,8898.0
1802801166D,222865,True,8899.0
1802801166D,34235,False,8900.0
1802801166D,130881,True,8901.0
1802801166D,122969,True,8902.0
1802801166D,82102,True,8903.0
1802801166D,217844,True,8904.0
2373264C,70807,False,8905.0
2373264C,35233,False,8906.0
87559E,13139,True,8907.0
26075C,26110,False,8908.0
2000742940B,211560,True,8909.0
1800110479C,31184,True,8910.0
1818200A,29767,True,8911.0
1818200A,62855,True,8912.0
1818200A,33665,True,8913.0
1818200A,25452,False,8914.0
1803209815A,10733,True,8915.0
2001645642B,224504,True,8916.0
2001019094C,155480,True,8917.0
2001019094C,27293,False,8918.0
2001019094C,12977,False,8919.0
147175C,27208,False,8920.0
2514982D,29155,False,8921.0
2000944488B,48743,True,8922.0
2000879284D,121848,True,8923.0
2001018647D,113174,True,8924.0
116414D,15828,False,8925.0
1301802C,372356,False,8926.0
1301802C,46072,True,8927.0
1301802C,96361,False,8928.0
1301802C,282041,False,8929.0
1301802C,69173,True,8930.0
396399A,60849,False,8931.0
396399A,172190,False,8932.0
396399A,88405,False,8933.0
396399A,7879,True,8934.0
396399A,114320,True,8935.0
396399A,189664,True,8936.0
396399A,451785,False,8937.0
396399A,18032,True,8938.0
396399A,11048,True,8939.0
396399A,20347,False,8940.0
396399A,10011,False,8941.0
396399A,67404,True,8942.0
396399A,572,True,8943.0
396399A,38316,True,8944.0
396399A,357919,False,8945.0
396399A,27210,True,8946.0
396399A,29997,True,8947.0
396399A,35506,False,8948.0
396399A,185328,True,8949.0
396399A,93085,False,8950.0
396399A,66698,True,8951.0
396399A,39982,True,8952.0
396399A,94207,False,8953.0
396399A,85587,True,8954.0
396399A,107908,False,8955.0
396399A,98184,False,8956.0
396399A,92443,True,8957.0
396399A,31162,True,8958.0
396399A,38587,True,8959.0
396399A,11054,False,8960.0
396399A,209223,False,8961.0
396399A,366195,True,8962.0
396399A,29718,False,8963.0
396399A,3256,True,8964.0
396399A,395298,False,8965.0
396399A,4508,True,8966.0
396399A,99743,False,8967.0
396399A,104145,True,8968.0
396399A,40023,True,8969.0
396399A,287231,False,8970.0
396399A,168129,True,8971.0
396399A,21024,False,8972.0
396399A,55394,True,8973.0
396399A,49177,True,8974.0
396399A,9126,True,8975.0
396399A,8552,False,8976.0
396399A,30505,False,8977.0
396399A,106517,True,8978.0
396399A,89054,True,8979.0
396399A,9254,False,8980.0
396399A,95571,True,8981.0
396399A,110805,True,8982.0
396399A,49748,False,8983.0
396399A,71988,True,8984.0
396399A,410946,False,8985.0
396399A,307209,False,8986.0
396399A,173193,True,8987.0
396399A,138858,True,8988.0
396399A,270982,False,8989.0
396399A,23133,True,8990.0
396399A,64049,True,8991.0
396399A,173829,True,8992.0
396399A,39383,True,8993.0
396399A,244599,True,8994.0
396399A,70309,False,8995.0
396399A,8534,False,8996.0
396399A,74135,False,8997.0
396399A,100626,False,8998.0
396399A,89950,True,8999.0
396399A,242852,False,9000.0
396399A,85349,False,9001.0
396399A,39315,True,9002.0
396399A,160522,False,9003.0
396399A,9277,False,9004.0
396399A,189505,False,9005.0
396399A,6454,False,9006.0
396399A,10370,True,9007.0
396399A,66791,True,9008.0
396399A,44782,True,9009.0
396399A,239263,False,9010.0
396399A,32688,True,9011.0
396399A,317855,True,9012.0
396399A,121690,True,9013.0
396399A,15478,False,9014.0
396399A,143880,True,9015.0
396399A,125398,True,9016.0
396399A,62355,False,9017.0
396399A,131968,True,9018.0
396399A,7218,True,9019.0
396399A,45755,False,9020.0
396399A,84493,True,9021.0
396399A,222382,True,9022.0
396399A,42540,False,9023.0
396399A,216455,False,9024.0
396399A,12192,True,9025.0
396399A,12249,False,9026.0
396399A,359173,False,9027.0
396399A,29407,False,9028.0
396399A,25702,True,9029.0
396399A,325097,False,9030.0
396399A,169845,True,9031.0
396399A,231677,False,9032.0
396399A,43914,True,9033.0
396399A,234386,False,9034.0
396399A,69601,True,9035.0
396399A,119557,False,9036.0
396399A,70017,True,9037.0
396399A,88128,True,9038.0
396399A,21974,True,9039.0
396399A,2826,True,9040.0
396399A,26765,True,9041.0
396399A,107393,False,9042.0
396399A,39840,False,9043.0
396399A,208583,True,9044.0
396399A,12200,False,9045.0
396399A,309089,True,9046.0
396399A,26327,True,9047.0
396399A,118070,False,9048.0
396399A,328046,True,9049.0
396399A,15693,False,9050.0
396399A,181029,True,9051.0
396399A,36641,False,9052.0
396399A,30852,False,9053.0
396399A,24424,True,9054.0
396399A,29161,True,9055.0
396399A,44498,True,9056.0
396399A,46967,True,9057.0
396399A,39850,True,9058.0
396399A,306248,True,9059.0
396399A,144850,True,9060.0
396399A,17469,True,9061.0
396399A,97784,False,9062.0
396399A,167160,True,9063.0
396399A,128985,False,9064.0
396399A,61682,False,9065.0
396399A,39972,False,9066.0
396399A,111438,True,9067.0
396399A,109385,True,9068.0
396399A,25800,False,9069.0
396399A,107329,True,9070.0
396399A,71928,False,9071.0
396399A,120819,True,9072.0
396399A,125879,False,9073.0
396399A,56461,True,9074.0
396399A,251152,True,9075.0
396399A,9785,True,9076.0
396399A,89377,False,9077.0
396399A,151541,True,9078.0
396399A,222054,True,9079.0
396399A,115759,False,9080.0
396399A,22298,False,9081.0
396399A,27429,False,9082.0
396399A,87290,False,9083.0
396399A,23825,True,9084.0
396399A,10808,True,9085.0
396399A,128460,True,9086.0
396399A,3351,False,9087.0
396399A,23974,True,9088.0
396399A,47560,False,9089.0
396399A,37400,False,9090.0
396399A,122828,False,9091.0
396399A,38045,True,9092.0
396399A,61950,False,9093.0
396399A,156211,False,9094.0
396399A,41149,False,9095.0
396399A,25365,False,9096.0
396399A,15918,True,9097.0
396399A,100979,False,9098.0
396399A,106290,True,9099.0
396399A,382167,False,9100.0
396399A,64648,False,9101.0
396399A,94561,False,9102.0
396399A,105071,False,9103.0
396399A,120406,True,9104.0
396399A,133469,True,9105.0
396399A,98424,True,9106.0
396399A,84613,False,9107.0
396399A,63725,True,9108.0
396399A,222212,False,9109.0
396399A,34011,False,9110.0
396399A,36906,False,9111.0
396399A,144336,True,9112.0
396399A,108463,True,9113.0
396399A,47438,True,9114.0
396399A,142215,True,9115.0
396399A,777,True,9116.0
396399A,130636,True,9117.0
396399A,65416,True,9118.0
396399A,42092,False,9119.0
396399A,99709,False,9120.0
396399A,69949,True,9121.0
396399A,42365,False,9122.0
396399A,234745,False,9123.0
396399A,134944,True,9124.0
396399A,102112,True,9125.0
396399A,340822,True,9126.0
396399A,20006,False,9127.0
396399A,91883,False,9128.0
396399A,117570,True,9129.0
396399A,47781,True,9130.0
396399A,65713,True,9131.0
396399A,2601,False,9132.0
396399A,42121,False,9133.0
396399A,47644,True,9134.0
396399A,54577,False,9135.0
396399A,31758,True,9136.0
396399A,153863,False,9137.0
396399A,16500,False,9138.0
396399A,220548,False,9139.0
396399A,89429,False,9140.0
396399A,349119,True,9141.0
396399A,23834,False,9142.0
396399A,119017,True,9143.0
396399A,86393,False,9144.0
396399A,115534,False,9145.0
396399A,52006,True,9146.0
396399A,17503,True,9147.0
396399A,25311,True,9148.0
396399A,30624,True,9149.0
396399A,79353,False,9150.0
396399A,33191,False,9151.0
396399A,189402,True,9152.0
396399A,36134,False,9153.0
396399A,112876,True,9154.0
396399A,393545,True,9155.0
396399A,10253,False,9156.0
396399A,95046,False,9157.0
396399A,170119,True,9158.0
396399A,15779,True,9159.0
396399A,31871,False,9160.0
396399A,415193,False,9161.0
396399A,110086,True,9162.0
396399A,199252,True,9163.0
396399A,159927,True,9164.0
396399A,16961,False,9165.0
396399A,58798,True,9166.0
396399A,121267,True,9167.0
396399A,11365,False,9168.0
396399A,59083,True,9169.0
396399A,62671,True,9170.0
396399A,69254,False,9171.0
396399A,15988,True,9172.0
396399A,111052,False,9173.0
396399A,164275,True,9174.0
396399A,80712,False,9175.0
396399A,109508,False,9176.0
396399A,40621,False,9177.0
396399A,247143,True,9178.0
396399A,42074,True,9179.0
396399A,94198,True,9180.0
396399A,6865,True,9181.0
396399A,207546,True,9182.0
396399A,92208,True,9183.0
396399A,20116,False,9184.0
396399A,7811,False,9185.0
396399A,26333,True,9186.0
396399A,300157,True,9187.0
396399A,22912,False,9188.0
396399A,354058,True,9189.0
396399A,39540,True,9190.0
396399A,52224,False,9191.0
396399A,43118,True,9192.0
396399A,20689,False,9193.0
396399A,89150,True,9194.0
396399A,37740,False,9195.0
396399A,67410,False,9196.0
396399A,64298,True,9197.0
396399A,14401,False,9198.0
396399A,1578,True,9199.0
396399A,39103,True,9200.0
396399A,123039,True,9201.0
396399A,552,False,9202.0
396399A,53648,False,9203.0
396399A,68040,True,9204.0
396399A,12191,True,9205.0
396399A,38763,True,9206.0
396399A,33572,True,9207.0
396399A,90822,False,9208.0
396399A,81921,False,9209.0
396399A,126862,False,9210.0
396399A,191067,False,9211.0
396399A,132293,True,9212.0
396399A,12975,False,9213.0
396399A,16040,True,9214.0
396399A,135977,True,9215.0
396399A,49929,True,9216.0
396399A,29290,False,9217.0
396399A,75984,True,9218.0
396399A,238104,False,9219.0
396399A,20520,True,9220.0
396399A,16470,False,9221.0
396399A,45076,False,9222.0
396399A,43803,False,9223.0
396399A,123813,True,9224.0
396399A,13067,False,9225.0
396399A,22210,True,9226.0
396399A,49716,True,9227.0
396399A,31044,False,9228.0
396399A,63147,True,9229.0
396399A,63929,False,9230.0
396399A,100458,True,9231.0
396399A,13221,True,9232.0
396399A,40017,False,9233.0
396399A,43265,True,9234.0
396399A,41655,False,9235.0
396399A,99454,False,9236.0
396399A,217093,False,9237.0
396399A,938,True,9238.0
396399A,78239,False,9239.0
396399A,73970,False,9240.0
396399A,44688,True,9241.0
396399A,49840,True,9242.0
396399A,237491,True,9243.0
396399A,53830,True,9244.0
58412D,74002,True,9245.0
2002246824A,96431,True,9246.0
1802646278D,98598,True,9247.0
2036517C,255227,True,9248.0
2036517C,154001,False,9249.0
2036517C,227127,False,9250.0
2001515627C,56836,True,9251.0
2001515627C,158147,True,9252.0
2001515627C,52799,False,9253.0
2001515627C,26403,False,9254.0
2001515627C,88486,False,9255.0
2001515627C,45368,True,9256.0
2001515627C,32204,True,9257.0
2001515627C,8794,True,9258.0
2001515627C,154918,True,9259.0
2001515627C,169219,False,9260.0
2001515627C,8782,True,9261.0
2001515627C,117951,False,9262.0
2001515627C,16216,True,9263.0
2001515627C,124844,True,9264.0
2001515627C,182382,False,9265.0
2001515627C,47054,True,9266.0
2001515627C,13228,False,9267.0
2001515627C,12967,False,9268.0
2001515627C,69752,True,9269.0
2001515627C,99550,True,9270.0
2001515627C,39088,False,9271.0
2001515627C,30954,False,9272.0
2001515627C,155231,True,9273.0
2001515627C,11149,False,9274.0
2001515627C,64430,False,9275.0
2001515627C,50675,True,9276.0
2001515627C,49200,False,9277.0
2001515627C,259104,False,9278.0
2001515627C,51116,True,9279.0
2001515627C,205647,False,9280.0
2001515627C,29470,True,9281.0
2001515627C,257420,True,9282.0
2001515627C,221900,False,9283.0
2001515627C,215544,True,9284.0
2001515627C,130232,True,9285.0
2001515627C,205072,False,9286.0
2001515627C,242772,True,9287.0
2001515627C,11487,True,9288.0
2001515627C,44888,False,9289.0
2001515627C,62480,True,9290.0
2001515627C,77695,False,9291.0
2001515627C,101832,True,9292.0
849610C,205890,True,9293.0
2002083748D,500552,False,9294.0
1477628C,66329,False,9295.0
1477628C,32681,True,9296.0
1477628C,23375,False,9297.0
2000461447B,18210,False,9298.0
2931986A,107281,True,9299.0
976667B,343680,False,9300.0
676702C,180306,True,9301.0
98302C,3728,False,9302.0
2682627C,19841,False,9303.0
2703280D,176466,True,9304.0
769156B,5224,False,9305.0
315344C,222188,False,9306.0
2002485630E,115954,True,9307.0
1509497C,50737,True,9308.0
1618113C,77266,True,9309.0
2002699045D,178261,False,9310.0
2002699045D,552,False,9311.0
2002699045D,3349,False,9312.0
2002699045D,70915,True,9313.0
2002699045D,48219,True,9314.0
2002699045D,9215,False,9315.0
2002699045D,6614,True,9316.0
2002699045D,327811,True,9317.0
2002699045D,75737,True,9318.0
2002699045D,33869,False,9319.0
1302598A,87892,True,9320.0
1302598A,52620,False,9321.0
1302598A,466197,False,9322.0
1302598A,60235,True,9323.0
1302598A,28091,False,9324.0
1302598A,182286,True,9325.0
1302598A,73578,True,9326.0
1302598A,54915,False,9327.0
1302598A,37389,True,9328.0
1302598A,523532,False,9329.0
1302598A,283049,True,9330.0
1302598A,101751,True,9331.0
1302598A,37486,False,9332.0
1302598A,19653,True,9333.0
1302598A,99914,True,9334.0
1302598A,121714,False,9335.0
1302598A,298679,False,9336.0
1302598A,158647,False,9337.0
1302598A,12036,False,9338.0
1302598A,31464,False,9339.0
1302598A,90243,True,9340.0
1302598A,99817,False,9341.0
1302598A,91002,True,9342.0
1302598A,406331,True,9343.0
1302598A,131176,False,9344.0
1302598A,62769,False,9345.0
1302598A,156341,False,9346.0
1302598A,23939,False,9347.0
1302598A,262212,True,9348.0
1302598A,90229,False,9349.0
1302598A,21734,True,9350.0
1302598A,46012,False,9351.0
1302598A,237164,True,9352.0
1302598A,94528,False,9353.0
1302598A,32865,False,9354.0
1302598A,122339,True,9355.0
1302598A,139546,True,9356.0
1302598A,202844,False,9357.0
1302598A,281010,True,9358.0
1302598A,155336,False,9359.0
1302598A,62182,True,9360.0
1302598A,117191,True,9361.0
1302598A,470913,True,9362.0
1302598A,165743,False,9363.0
1302598A,128959,False,9364.0
1302598A,89885,False,9365.0
1302598A,100408,True,9366.0
1302598A,33770,False,9367.0
1302598A,44075,True,9368.0
1302598A,103133,True,9369.0
1302598A,67742,False,9370.0
1302598A,79079,True,9371.0
1302598A,21363,False,9372.0
1302598A,245018,False,9373.0
1302598A,76839,True,9374.0
1302598A,69647,True,9375.0
1302598A,71774,True,9376.0
1302598A,154520,True,9377.0
1302598A,109880,True,9378.0
1302598A,19319,False,9379.0
1302598A,23225,False,9380.0
1302598A,142862,True,9381.0
1302598A,16015,True,9382.0
1302598A,138505,False,9383.0
1302598A,412338,False,9384.0
1302598A,749,False,9385.0
1302598A,58479,False,9386.0
1302598A,114011,False,9387.0
1302598A,288862,True,9388.0
1302598A,63553,False,9389.0
1302598A,191074,True,9390.0
1302598A,205815,False,9391.0
1302598A,125478,False,9392.0
1302598A,145303,True,9393.0
1302598A,506068,False,9394.0
1302598A,461084,True,9395.0
1302598A,266823,True,9396.0
1302598A,304993,True,9397.0
1302598A,135585,True,9398.0
1302598A,109344,True,9399.0
1302598A,146385,True,9400.0
1302598A,234204,True,9401.0
1302598A,181141,True,9402.0
1302598A,140849,True,9403.0
1302598A,51977,True,9404.0
1302598A,104451,False,9405.0
1302598A,141053,False,9406.0
1302598A,254374,True,9407.0
1302598A,157992,True,9408.0
1302598A,346361,False,9409.0
1302598A,247704,False,9410.0
1302598A,127424,True,9411.0
1302598A,20836,True,9412.0
1302598A,20762,True,9413.0
1302598A,38432,False,9414.0
1302598A,133022,False,9415.0
1302598A,64635,True,9416.0
1302598A,105096,False,9417.0
1302598A,131169,True,9418.0
1302598A,223971,False,9419.0
1302598A,241630,True,9420.0
1302598A,58024,False,9421.0
1302598A,172147,True,9422.0
1302598A,59772,False,9423.0
1302598A,55135,False,9424.0
1302598A,271640,True,9425.0
1302598A,40501,True,9426.0
1302598A,33370,True,9427.0
1302598A,103114,False,9428.0
1302598A,23036,False,9429.0
1302598A,67422,True,9430.0
1302598A,74283,True,9431.0
2001682179A,18185,False,9432.0
156912A,128667,True,9433.0
126625A,156874,False,9434.0
2001144524E,105977,True,9435.0
879728D,238396,False,9436.0
879728D,173589,True,9437.0
2211391D,56945,False,9438.0
1322748A,152023,False,9439.0
2166865A,340779,False,9440.0
1175033D,282863,True,9441.0
1175033D,356963,True,9442.0
2001279325C,343643,True,9443.0
715455D,175799,False,9444.0
715455D,301858,False,9445.0
715455D,87676,True,9446.0
715455D,276583,True,9447.0
715455D,66883,False,9448.0
715455D,163484,True,9449.0
715455D,322124,False,9450.0
621529E,27084,False,9451.0
621529E,82102,True,9452.0
1850267D,100379,True,9453.0
1850267D,264009,True,9454.0
1643195E,19379,False,9455.0
483341C,265041,True,9456.0
424552B,68159,True,9457.0
424552B,50847,False,9458.0
424552B,44273,False,9459.0
2778684C,1356,True,9460.0
2778684C,71360,False,9461.0
51593B,119232,True,9462.0
2001758603D,66929,False,9463.0
2001758603D,84097,False,9464.0
2001068220B,99476,True,9465.0
2001068220B,219277,True,9466.0
2001068220B,230720,True,9467.0
2001068220B,198328,True,9468.0
2001068220B,124230,False,9469.0
2001068220B,145038,False,9470.0
2001068220B,75926,True,9471.0
2001068220B,178404,False,9472.0
2001068220B,12458,True,9473.0
2001068220B,439943,False,9474.0
2001068220B,96094,True,9475.0
2001068220B,322546,False,9476.0
2001068220B,82917,True,9477.0
2001068220B,77397,False,9478.0
2001068220B,116887,False,9479.0
2001068220B,104568,True,9480.0
422514B,46374,True,9481.0
259845B,110925,True,9482.0
259845B,3989,True,9483.0
2001743909B,48907,False,9484.0
2001743909B,46003,False,9485.0
2001743909B,19859,False,9486.0
2001743909B,33919,True,9487.0
2001743909B,35450,False,9488.0
2001743909B,377801,True,9489.0
2001743909B,218846,True,9490.0
2001743909B,15397,False,9491.0
2001743909B,52799,False,9492.0
2001743909B,292516,True,9493.0
2001743909B,10481,True,9494.0
2001743909B,249731,False,9495.0
2001743909B,52267,True,9496.0
2001743909B,3057,False,9497.0
1678798E,361635,False,9498.0
2954161D,342234,False,9499.0
2954161D,90322,True,9500.0
2954161D,131961,False,9501.0
2954161D,61616,True,9502.0
2954161D,95204,False,9503.0
2954161D,72722,False,9504.0
2954161D,82744,False,9505.0
2954161D,48757,False,9506.0
2954161D,68491,True,9507.0
2954161D,218118,True,9508.0
2954161D,267406,False,9509.0
2954161D,38576,False,9510.0
2954161D,270068,True,9511.0
2954161D,141733,False,9512.0
2954161D,98013,False,9513.0
2954161D,25546,False,9514.0
2954161D,40572,True,9515.0
2954161D,241870,False,9516.0
2954161D,307118,True,9517.0
2954161D,146708,True,9518.0
2954161D,17188,True,9519.0
2954161D,96721,True,9520.0
2954161D,227497,False,9521.0
2954161D,50983,True,9522.0
2954161D,317835,False,9523.0
2954161D,28717,True,9524.0
2954161D,191879,False,9525.0
2954161D,38435,False,9526.0
2954161D,304870,True,9527.0
2954161D,64649,True,9528.0
2954161D,256305,True,9529.0
2954161D,92661,False,9530.0
2954161D,235147,False,9531.0
2954161D,3683,True,9532.0
2954161D,216140,True,9533.0
2954161D,259023,True,9534.0
2954161D,26328,True,9535.0
2954161D,328901,True,9536.0
2954161D,29720,True,9537.0
2954161D,140886,True,9538.0
2954161D,285751,True,9539.0
2954161D,11640,True,9540.0
2954161D,30863,True,9541.0
2954161D,498727,True,9542.0
2954161D,281272,True,9543.0
2954161D,51990,False,9544.0
2954161D,92175,False,9545.0
2954161D,483969,False,9546.0
2954161D,359142,False,9547.0
2954161D,68063,True,9548.0
2954161D,343389,True,9549.0
2954161D,279270,True,9550.0
2954161D,43908,True,9551.0
2954161D,342480,True,9552.0
2954161D,326554,False,9553.0
2954161D,325242,False,9554.0
2954161D,282235,True,9555.0
2954161D,248471,False,9556.0
2954161D,41728,False,9557.0
2954161D,297381,True,9558.0
2954161D,39665,False,9559.0
2954161D,303659,True,9560.0
2954161D,21304,True,9561.0
2954161D,221052,True,9562.0
2954161D,307613,False,9563.0
2954161D,75279,False,9564.0
2954161D,13076,True,9565.0
2954161D,321664,True,9566.0
2954161D,304993,False,9567.0
2954161D,18525,True,9568.0
2954161D,178186,True,9569.0
2954161D,85465,False,9570.0
2954161D,18709,False,9571.0
2954161D,25009,True,9572.0
2954161D,108397,True,9573.0
2954161D,22525,False,9574.0
2954161D,183069,False,9575.0
2954161D,78382,False,9576.0
2954161D,397487,False,9577.0
2954161D,67860,False,9578.0
2954161D,31907,False,9579.0
2954161D,24710,False,9580.0
2954161D,93401,True,9581.0
2954161D,71642,True,9582.0
2954161D,33630,False,9583.0
2954161D,72085,True,9584.0
2954161D,244729,True,9585.0
2954161D,4684,True,9586.0
2954161D,36796,False,9587.0
2954161D,57908,True,9588.0
2954161D,40547,True,9589.0
2954161D,25450,False,9590.0
2954161D,48109,False,9591.0
2954161D,36349,True,9592.0
2954161D,60855,False,9593.0
2954161D,484917,False,9594.0
2954161D,30365,False,9595.0
2954161D,82674,True,9596.0
2954161D,260802,False,9597.0
2954161D,4779,True,9598.0
2954161D,60136,False,9599.0
2954161D,286145,True,9600.0
2954161D,62178,True,9601.0
2954161D,157603,True,9602.0
2954161D,189274,False,9603.0
2954161D,256925,False,9604.0
2954161D,32023,True,9605.0
2954161D,60315,False,9606.0
2954161D,422886,False,9607.0
2954161D,259531,True,9608.0
2954161D,503141,True,9609.0
2954161D,264982,False,9610.0
2954161D,32503,True,9611.0
2954161D,490463,False,9612.0
2954161D,26958,True,9613.0
2954161D,464831,False,9614.0
2954161D,127541,False,9615.0
2954161D,11633,False,9616.0
2954161D,17227,False,9617.0
2954161D,271593,True,9618.0
2954161D,39125,True,9619.0
2954161D,83577,True,9620.0
2954161D,29607,True,9621.0
2001636049D,17917,False,9622.0
2001636049D,66596,True,9623.0
2001636049D,35836,True,9624.0
23866C,109685,True,9625.0
23866C,27968,True,9626.0
23866C,81211,True,9627.0
19774D,59776,True,9628.0
19774D,78800,True,9629.0
19774D,61437,True,9630.0
2495598C,35813,False,9631.0
1803487423A,96710,False,9632.0
1784299C,112365,True,9633.0
2000724034C,74738,True,9634.0
2000273382E,306882,True,9635.0
2001225073A,51104,False,9636.0
1407343C,312991,True,9637.0
334335E,384502,False,9638.0
74769C,63179,True,9639.0
2001769858B,344469,False,9640.0
691456E,69051,False,9641.0
1464401E,74077,True,9642.0
2001644318C,298836,True,9643.0
2001644318C,241152,True,9644.0
187738A,7728,False,9645.0
516697D,5170,True,9646.0
774540A,276860,False,9647.0
2002260829B,48153,True,9648.0
2002260829B,151727,False,9649.0
2002260829B,303232,True,9650.0
2002260829B,283073,False,9651.0
2002260829B,3517,False,9652.0
2002260829B,271584,False,9653.0
2002260829B,260039,True,9654.0
2002260829B,80118,True,9655.0
