AuthorId,RecipeId,Rating,Like,TestSetId
1800050924A,64395,True,,34049.0
1800050924A,47026,False,,34050.0
1800050924A,145064,True,,34051.0
1800050924A,66652,True,,34052.0
1800050924A,60666,True,,34053.0
1800050924A,218351,True,,34054.0
590945D,104937,True,,34055.0
1802392232E,224483,False,,34056.0
2000344174D,9326,False,,34057.0
2002158417A,395910,False,,34058.0
2002158417A,19023,False,,34059.0
2002158417A,493682,True,,34060.0
2002158417A,131353,False,,34061.0
2002158417A,169738,True,,34062.0
2002158417A,448064,False,,34063.0
2002158417A,253767,True,,34064.0
2002158417A,480224,True,,34065.0
2002158417A,414209,True,,34066.0
2002158417A,213996,False,,34067.0
2002158417A,10928,True,,34068.0
2002158417A,301575,False,,34069.0
2002158417A,65409,False,,34070.0
2002158417A,210346,False,,34071.0
2002158417A,164231,True,,34072.0
2002158417A,190786,False,,34073.0
2002158417A,141125,True,,34074.0
2002158417A,340076,False,,34075.0
2002158417A,49591,True,,34076.0
2002158417A,429228,False,,34077.0
2002158417A,97468,True,,34078.0
2002158417A,493497,True,,34079.0
2002158417A,186093,False,,34080.0
2002158417A,138760,True,,34081.0
2002158417A,471888,True,,34082.0
2002158417A,410379,True,,34083.0
2002158417A,152235,False,,34084.0
2002158417A,490031,True,,34085.0
2002158417A,34315,True,,34086.0
2002158417A,139175,True,,34087.0
2002158417A,138101,True,,34088.0
2002158417A,118434,True,,34089.0
2002158417A,10554,True,,34090.0
2002158417A,381382,True,,34091.0
2002158417A,77494,True,,34092.0
2002158417A,34564,True,,34093.0
2002158417A,13228,True,,34094.0
2002158417A,49563,False,,34095.0
2002158417A,484898,True,,34096.0
2002158417A,23721,False,,34097.0
2002158417A,136795,True,,34098.0
2002158417A,22093,True,,34099.0
2002158417A,133625,False,,34100.0
2002158417A,418837,False,,34101.0
2002158417A,493125,False,,34102.0
2002158417A,134842,True,,34103.0
2002158417A,287126,True,,34104.0
2002158417A,461568,False,,34105.0
2002158417A,428140,True,,34106.0
2002158417A,268699,True,,34107.0
2002158417A,18960,True,,34108.0
2002158417A,369116,True,,34109.0
2002158417A,456896,True,,34110.0
2002158417A,503549,False,,34111.0
2002158417A,263162,True,,34112.0
2002158417A,467285,True,,34113.0
2002158417A,409510,False,,34114.0
2002158417A,144809,True,,34115.0
2002158417A,62058,False,,34116.0
2002158417A,516205,True,,34117.0
2002158417A,87253,False,,34118.0
2002158417A,97832,True,,34119.0
2002158417A,452887,False,,34120.0
2002158417A,400218,True,,34121.0
2002158417A,483402,True,,34122.0
2002158417A,137036,True,,34123.0
2002158417A,418012,True,,34124.0
2002158417A,947,True,,34125.0
2002158417A,426762,True,,34126.0
2002158417A,455629,True,,34127.0
2002158417A,320965,True,,34128.0
2002158417A,423116,False,,34129.0
2002158417A,322647,False,,34130.0
2002158417A,198504,True,,34131.0
2002158417A,83202,False,,34132.0
2002158417A,24670,True,,34133.0
2002158417A,450115,False,,34134.0
2002158417A,66672,False,,34135.0
2002158417A,380190,False,,34136.0
2002158417A,376375,True,,34137.0
2002158417A,194932,False,,34138.0
2002158417A,59336,False,,34139.0
2002158417A,39562,True,,34140.0
2002158417A,517653,False,,34141.0
2002158417A,174026,True,,34142.0
2002158417A,152446,False,,34143.0
2002158417A,159002,True,,34144.0
2002158417A,408281,True,,34145.0
2002158417A,410371,False,,34146.0
2002158417A,4003,False,,34147.0
2002158417A,76974,True,,34148.0
2002158417A,408623,True,,34149.0
2002158417A,280905,True,,34150.0
2002158417A,187281,False,,34151.0
2002158417A,380167,True,,34152.0
2002158417A,117892,False,,34153.0
2002158417A,91772,False,,34154.0
2002158417A,394141,True,,34155.0
2002158417A,235700,True,,34156.0
2002158417A,416979,True,,34157.0
2002158417A,10251,True,,34158.0
2002158417A,477504,True,,34159.0
2002158417A,55617,True,,34160.0
2002158417A,29448,False,,34161.0
2002158417A,404356,True,,34162.0
2002158417A,38041,True,,34163.0
2002158417A,493301,True,,34164.0
2002158417A,446613,True,,34165.0
2002158417A,123943,False,,34166.0
2002158417A,176198,False,,34167.0
2002158417A,468292,False,,34168.0
2002158417A,442920,True,,34169.0
2002158417A,228943,False,,34170.0
2002158417A,133951,False,,34171.0
2002158417A,263321,True,,34172.0
2002158417A,67949,False,,34173.0
2002158417A,124699,True,,34174.0
2002158417A,88951,False,,34175.0
2002158417A,116074,True,,34176.0
2002158417A,407694,False,,34177.0
2002158417A,146356,False,,34178.0
2002158417A,450453,False,,34179.0
2002158417A,418908,True,,34180.0
2002158417A,142899,False,,34181.0
2002158417A,398774,False,,34182.0
2002158417A,143065,True,,34183.0
2002158417A,140740,True,,34184.0
2002158417A,454581,True,,34185.0
2002158417A,473793,False,,34186.0
2002158417A,228801,True,,34187.0
2002158417A,64173,True,,34188.0
2002158417A,75915,False,,34189.0
2002158417A,122232,True,,34190.0
2002158417A,311483,False,,34191.0
2002158417A,181127,True,,34192.0
2002158417A,267632,True,,34193.0
2002158417A,449347,True,,34194.0
2002158417A,454156,True,,34195.0
2002158417A,359811,True,,34196.0
2002158417A,505710,True,,34197.0
2002158417A,351015,False,,34198.0
2002158417A,352053,True,,34199.0
2002158417A,410069,True,,34200.0
2002158417A,502824,True,,34201.0
2002158417A,505616,False,,34202.0
2002158417A,391614,False,,34203.0
2002158417A,482652,False,,34204.0
2002158417A,505623,False,,34205.0
2002158417A,373373,False,,34206.0
2002158417A,284322,False,,34207.0
2002158417A,299871,False,,34208.0
2002158417A,167899,True,,34209.0
2002158417A,393043,True,,34210.0
2002158417A,504661,False,,34211.0
2002158417A,443553,False,,34212.0
2002158417A,129960,True,,34213.0
2002158417A,191122,False,,34214.0
2002158417A,189809,False,,34215.0
2002158417A,137685,True,,34216.0
2002158417A,468297,True,,34217.0
2002158417A,394706,True,,34218.0
2002158417A,59207,False,,34219.0
2002158417A,157219,True,,34220.0
2002158417A,83780,True,,34221.0
2002158417A,189086,True,,34222.0
2002158417A,283000,False,,34223.0
2002158417A,122330,True,,34224.0
2002158417A,505412,True,,34225.0
2002158417A,219789,True,,34226.0
2002158417A,357622,False,,34227.0
2002158417A,100355,False,,34228.0
2002158417A,67184,True,,34229.0
2002158417A,424020,True,,34230.0
2002158417A,53336,True,,34231.0
2002158417A,422009,True,,34232.0
2002158417A,57730,False,,34233.0
2002158417A,477304,True,,34234.0
2002158417A,40286,False,,34235.0
2002158417A,162122,False,,34236.0
2002158417A,431916,True,,34237.0
2002158417A,86595,True,,34238.0
2002158417A,143070,False,,34239.0
2002158417A,170037,True,,34240.0
2002158417A,164367,True,,34241.0
2002158417A,170726,True,,34242.0
2002158417A,78925,True,,34243.0
2002158417A,120305,False,,34244.0
2002158417A,134887,False,,34245.0
2002158417A,428332,True,,34246.0
55061D,278529,False,,34247.0
1803639915C,130781,True,,34248.0
407974C,116971,True,,34249.0
407974C,265824,True,,34250.0
407974C,107726,True,,34251.0
407974C,176818,False,,34252.0
407974C,125487,True,,34253.0
407974C,238539,False,,34254.0
407974C,349037,True,,34255.0
407974C,195854,False,,34256.0
407974C,146953,False,,34257.0
407974C,142749,False,,34258.0
407974C,181745,True,,34259.0
407974C,79378,True,,34260.0
407974C,279911,True,,34261.0
407974C,17123,False,,34262.0
407974C,76138,True,,34263.0
407974C,104700,False,,34264.0
407974C,10269,True,,34265.0
407974C,98724,True,,34266.0
407974C,34943,False,,34267.0
407974C,50437,True,,34268.0
407974C,128927,True,,34269.0
407974C,152733,True,,34270.0
407974C,77397,False,,34271.0
407974C,140731,False,,34272.0
407974C,201758,True,,34273.0
407974C,13269,True,,34274.0
407974C,17917,True,,34275.0
407974C,86786,True,,34276.0
407974C,181596,True,,34277.0
407974C,78632,True,,34278.0
407974C,307831,True,,34279.0
2000670853B,134061,False,,34280.0
135881E,37336,True,,34281.0
135881E,145389,False,,34282.0
135881E,156400,False,,34283.0
135881E,99156,False,,34284.0
135881E,90032,True,,34285.0
135881E,94528,False,,34286.0
135881E,80671,True,,34287.0
135881E,116181,False,,34288.0
135881E,120479,True,,34289.0
135881E,179734,True,,34290.0
135881E,137627,False,,34291.0
135881E,109264,True,,34292.0
135881E,916,True,,34293.0
135881E,120530,False,,34294.0
135881E,50684,True,,34295.0
135881E,109070,False,,34296.0
135881E,300169,True,,34297.0
135881E,46501,False,,34298.0
135881E,8701,True,,34299.0
135881E,51537,False,,34300.0
135881E,242856,False,,34301.0
135881E,65491,True,,34302.0
135881E,30469,True,,34303.0
135881E,10744,True,,34304.0
135881E,52285,False,,34305.0
135881E,80470,False,,34306.0
135881E,292326,True,,34307.0
135881E,11630,True,,34308.0
135881E,192282,False,,34309.0
135881E,41086,True,,34310.0
135881E,15072,True,,34311.0
135881E,42722,True,,34312.0
135881E,95734,True,,34313.0
135881E,67497,True,,34314.0
689797C,43396,False,,34315.0
2001852056C,372087,True,,34316.0
1657461E,32734,True,,34317.0
1657461E,136151,True,,34318.0
2000628003D,323422,False,,34319.0
1023526D,96988,True,,34320.0
2002293702E,139664,True,,34321.0
773507B,487551,True,,34322.0
773507B,497382,True,,34323.0
1230924D,97488,False,,34324.0
2001346007D,368515,True,,34325.0
2001346007D,198457,True,,34326.0
2002304197D,54638,True,,34327.0
2002304197D,48415,True,,34328.0
2002304197D,48485,False,,34329.0
2002304197D,47895,True,,34330.0
2002304197D,43067,True,,34331.0
2002304197D,51686,True,,34332.0
2002304197D,84951,False,,34333.0
2002304197D,25887,True,,34334.0
2002304197D,17778,False,,34335.0
2002304197D,52618,False,,34336.0
2002304197D,19380,False,,34337.0
1102702A,319850,True,,34338.0
1102702A,35140,False,,34339.0
1102702A,157541,True,,34340.0
1712589A,211362,True,,34341.0
2001581969C,118367,True,,34342.0
2001581969C,154501,True,,34343.0
2001581969C,272964,False,,34344.0
2001581969C,44719,False,,34345.0
2001581969C,12994,True,,34346.0
2001581969C,87160,True,,34347.0
2001581969C,8468,True,,34348.0
2001581969C,31403,True,,34349.0
2001581969C,13631,True,,34350.0
2001581969C,52283,False,,34351.0
2001581969C,133368,True,,34352.0
2001581969C,194270,True,,34353.0
2001581969C,26963,False,,34354.0
2001581969C,141655,False,,34355.0
2001581969C,24569,False,,34356.0
1483695E,323920,False,,34357.0
485357C,545,False,,34358.0
485357C,184585,True,,34359.0
395753B,27210,False,,34360.0
395753B,65768,True,,34361.0
395753B,105080,True,,34362.0
395753B,57130,False,,34363.0
395753B,105260,True,,34364.0
64078B,70485,True,,34365.0
1059672A,58927,False,,34366.0
1108255B,375085,True,,34367.0
522590E,115609,False,,34368.0
2418251C,238159,True,,34369.0
1803479322A,22814,False,,34370.0
1803479322A,29321,False,,34371.0
1802693006D,27733,False,,34372.0
1722484C,75868,False,,34373.0
67191B,247158,False,,34374.0
754493C,350695,False,,34375.0
1802848741E,6638,True,,34376.0
1802848741E,29679,True,,34377.0
1871053D,285479,False,,34378.0
2001306786D,130417,True,,34379.0
2002228292B,74007,True,,34380.0
2002228292B,2707,True,,34381.0
2002228292B,75475,False,,34382.0
2002228292B,34045,False,,34383.0
2002228292B,43537,True,,34384.0
2002228292B,71912,False,,34385.0
2002228292B,73224,True,,34386.0
2002228292B,161236,True,,34387.0
2922807D,31717,False,,34388.0
2002209979C,164234,True,,34389.0
2002209979C,8579,False,,34390.0
2002209979C,88797,False,,34391.0
2002209979C,150384,False,,34392.0
2002209979C,8531,True,,34393.0
2002209979C,40467,True,,34394.0
2002569782E,145312,False,,34395.0
661578C,97247,True,,34396.0
661578C,100523,False,,34397.0
661578C,104257,True,,34398.0
661578C,161372,True,,34399.0
661578C,110040,False,,34400.0
661578C,55574,True,,34401.0
661578C,81857,True,,34402.0
661578C,77929,False,,34403.0
661578C,6449,True,,34404.0
661578C,99674,False,,34405.0
661578C,132028,True,,34406.0
661578C,96650,True,,34407.0
661578C,56902,True,,34408.0
661578C,113600,False,,34409.0
2115200E,21607,True,,34410.0
2115200E,43023,False,,34411.0
2115200E,254750,False,,34412.0
2115200E,142336,False,,34413.0
2115200E,32522,True,,34414.0
2115200E,10840,True,,34415.0
2115200E,27210,True,,34416.0
2115200E,18547,False,,34417.0
2115200E,19012,False,,34418.0
2115200E,245490,False,,34419.0
2115200E,26499,False,,34420.0
2115200E,213970,True,,34421.0
2115200E,107610,False,,34422.0
596690B,187358,True,,34423.0
596690B,164558,True,,34424.0
596690B,21363,False,,34425.0
596690B,28831,True,,34426.0
596690B,81091,False,,34427.0
596690B,409667,True,,34428.0
596690B,150008,True,,34429.0
596690B,121451,True,,34430.0
596690B,140014,False,,34431.0
596690B,20808,True,,34432.0
596690B,28256,False,,34433.0
596690B,120961,True,,34434.0
2442789B,186403,False,,34435.0
2442789B,129353,False,,34436.0
1674360C,83897,False,,34437.0
972967E,23821,False,,34438.0
1620114D,80398,True,,34439.0
2000749096D,202596,False,,34440.0
2000749096D,162053,False,,34441.0
2000749096D,66351,True,,34442.0
2000749096D,307961,True,,34443.0
2000749096D,1835,False,,34444.0
2000749096D,254750,False,,34445.0
2000749096D,229702,True,,34446.0
2000749096D,267256,True,,34447.0
2000749096D,215622,True,,34448.0
2000749096D,378287,False,,34449.0
2195022B,53301,True,,34450.0
2002890771B,217322,False,,34451.0
2001727265C,65229,False,,34452.0
2002272664E,35813,True,,34453.0
2002116910D,3745,False,,34454.0
1898667B,63715,True,,34455.0
2001340729D,220,True,,34456.0
1665167B,63753,True,,34457.0
1665167B,135050,True,,34458.0
2001843672A,403588,True,,34459.0
2001843672A,316804,True,,34460.0
2001843672A,171569,False,,34461.0
2001843672A,225352,True,,34462.0
2001843672A,304498,False,,34463.0
628921C,33671,True,,34464.0
628921C,28148,True,,34465.0
628921C,166252,False,,34466.0
628921C,52095,False,,34467.0
2664297A,287545,False,,34468.0
2000109706D,103750,True,,34469.0
722317D,35393,False,,34470.0
70801D,261381,True,,34471.0
746881A,23446,False,,34472.0
746881A,150863,True,,34473.0
30260B,36806,True,,34474.0
30260B,22060,False,,34475.0
30260B,69753,False,,34476.0
30260B,56490,True,,34477.0
30260B,26442,True,,34478.0
30260B,50336,True,,34479.0
30260B,78579,False,,34480.0
30260B,39622,True,,34481.0
30260B,15072,False,,34482.0
30260B,109787,False,,34483.0
1803067553E,261376,False,,34484.0
1803067553E,46596,True,,34485.0
1803067553E,250015,False,,34486.0
1803067553E,33420,True,,34487.0
1803067553E,31546,True,,34488.0
1803067553E,262821,False,,34489.0
1803067553E,29232,True,,34490.0
1803067553E,348802,False,,34491.0
1803067553E,174864,True,,34492.0
1803067553E,38806,True,,34493.0
872786A,3180,False,,34494.0
654459B,26350,True,,34495.0
654459B,92016,True,,34496.0
1819492C,178865,False,,34497.0
539480C,109287,True,,34498.0
539480C,13214,False,,34499.0
539480C,39404,True,,34500.0
539480C,137656,True,,34501.0
539480C,56910,True,,34502.0
214347A,280634,False,,34503.0
1800365140B,126623,True,,34504.0
1634021D,40107,False,,34505.0
119880A,26857,True,,34506.0
2001849118A,393731,True,,34507.0
47909B,454071,True,,34508.0
2000404859E,71360,True,,34509.0
2000404859E,12298,True,,34510.0
1253344A,535684,False,,34511.0
2002211716C,434777,False,,34512.0
2002211716C,152072,True,,34513.0
367159A,100038,False,,34514.0
1802673063E,129855,False,,34515.0
2026075A,369169,False,,34516.0
36228C,178642,True,,34517.0
36228C,215254,True,,34518.0
36228C,228782,True,,34519.0
36228C,9146,True,,34520.0
36228C,217845,True,,34521.0
36228C,69705,True,,34522.0
36228C,34174,False,,34523.0
36228C,26205,False,,34524.0
36228C,151045,True,,34525.0
36228C,223938,True,,34526.0
36228C,103328,True,,34527.0
36228C,232869,False,,34528.0
36228C,54842,False,,34529.0
36228C,51537,True,,34530.0
36228C,65948,True,,34531.0
36228C,218183,True,,34532.0
1015498B,45611,False,,34533.0
1347832A,46240,False,,34534.0
1347832A,14019,True,,34535.0
1347832A,84907,True,,34536.0
1347832A,42369,False,,34537.0
1347832A,86014,True,,34538.0
1347832A,68419,False,,34539.0
1347832A,32015,False,,34540.0
1347832A,139574,True,,34541.0
1347832A,152619,True,,34542.0
1347832A,104897,True,,34543.0
1347832A,91408,False,,34544.0
1347832A,101876,True,,34545.0
1347832A,53842,False,,34546.0
1347832A,58256,False,,34547.0
1347832A,9494,False,,34548.0
1347832A,11924,True,,34549.0
1347832A,105442,False,,34550.0
1347832A,20591,False,,34551.0
1347832A,2498,False,,34552.0
1347832A,121291,True,,34553.0
1347832A,1317,False,,34554.0
1347832A,133839,True,,34555.0
2185003E,179448,False,,34556.0
2185003E,127126,True,,34557.0
2185003E,28026,False,,34558.0
553007C,14070,False,,34559.0
553007C,14151,True,,34560.0
553007C,9875,False,,34561.0
553007C,10559,False,,34562.0
553007C,4040,True,,34563.0
553007C,13361,False,,34564.0
553007C,13298,False,,34565.0
553007C,13335,True,,34566.0
1745114E,7728,True,,34567.0
1745114E,163191,True,,34568.0
1745114E,395312,True,,34569.0
1745114E,208088,True,,34570.0
1745114E,52190,True,,34571.0
1745114E,58229,False,,34572.0
1745114E,85064,True,,34573.0
1745114E,189126,False,,34574.0
1745114E,198942,False,,34575.0
1745114E,152211,True,,34576.0
1745114E,176674,True,,34577.0
1745114E,27484,False,,34578.0
1745114E,11042,False,,34579.0
1745114E,68861,False,,34580.0
1745114E,13630,True,,34581.0
1745114E,9836,False,,34582.0
1745114E,142542,False,,34583.0
1745114E,261293,False,,34584.0
1745114E,32204,False,,34585.0
1745114E,33809,True,,34586.0
1745114E,301009,True,,34587.0
1745114E,358911,False,,34588.0
882122E,105931,True,,34589.0
882122E,285053,False,,34590.0
882122E,207929,False,,34591.0
882122E,25094,True,,34592.0
2002248142E,319259,True,,34593.0
2001353371C,51138,True,,34594.0
2001353371C,436179,False,,34595.0
674065D,178401,False,,34596.0
674065D,126340,True,,34597.0
1259360C,55407,False,,34598.0
1259360C,188739,True,,34599.0
1259360C,58367,False,,34600.0
1802563900A,85800,False,,34601.0
2001633155E,65340,True,,34602.0
1324705E,38616,True,,34603.0
1324705E,20530,True,,34604.0
1324705E,31830,False,,34605.0
1271947D,98869,True,,34606.0
1615699E,351219,True,,34607.0
1474895B,71485,True,,34608.0
871396D,95546,True,,34609.0
2000830084C,198707,True,,34610.0
45157C,46913,False,,34611.0
45157C,3054,False,,34612.0
1333534A,8995,True,,34613.0
2002752703B,387563,False,,34614.0
24286D,9173,False,,34615.0
1800656124A,323456,True,,34616.0
2002274404B,296743,False,,34617.0
2418706E,368886,False,,34618.0
2418706E,63786,True,,34619.0
2418706E,274469,False,,34620.0
2418706E,211925,True,,34621.0
2418706E,288137,True,,34622.0
2418706E,350797,False,,34623.0
2418706E,342070,True,,34624.0
2418706E,279937,True,,34625.0
2418706E,367464,False,,34626.0
2418706E,324009,False,,34627.0
2418706E,361108,False,,34628.0
2418706E,293842,False,,34629.0
2418706E,17778,False,,34630.0
2418706E,290656,True,,34631.0
2418706E,336759,True,,34632.0
2418706E,227758,True,,34633.0
2418706E,162194,False,,34634.0
2418706E,222166,False,,34635.0
2418706E,24525,False,,34636.0
2418706E,312273,False,,34637.0
2418706E,355929,True,,34638.0
2418706E,245668,True,,34639.0
2418706E,249492,True,,34640.0
2418706E,91450,True,,34641.0
2418706E,333393,True,,34642.0
2418706E,313641,True,,34643.0
747517B,32614,False,,34644.0
747517B,23893,True,,34645.0
352877A,321213,False,,34646.0
352877A,34011,True,,34647.0
352877A,194635,True,,34648.0
352877A,245490,False,,34649.0
2002079146E,93316,True,,34650.0
1636835A,66409,True,,34651.0
1569176A,406380,True,,34652.0
388280B,112555,True,,34653.0
388280B,530285,True,,34654.0
388280B,121258,True,,34655.0
388280B,298601,False,,34656.0
2001264764D,82917,True,,34657.0
2001264764D,43269,True,,34658.0
2001264764D,79820,False,,34659.0
2001264764D,20907,True,,34660.0
2001264764D,187259,True,,34661.0
2001264764D,74980,False,,34662.0
2001264764D,134202,True,,34663.0
1313977E,116882,False,,34664.0
1248806B,89992,True,,34665.0
308968A,59868,False,,34666.0
1493818C,461912,False,,34667.0
2001089546A,207942,True,,34668.0
1103594D,82600,True,,34669.0
1103594D,247719,True,,34670.0
212558E,475790,True,,34671.0
1802701212A,46922,False,,34672.0
1802701212A,57679,True,,34673.0
1802701212A,164967,True,,34674.0
1802701212A,105594,False,,34675.0
2002528025C,160538,True,,34676.0
2733169A,8603,True,,34677.0
34079B,46877,True,,34678.0
34079B,352606,False,,34679.0
1745674B,14409,True,,34680.0
1745674B,180308,False,,34681.0
2000629010E,147767,True,,34682.0
1410935E,27212,True,,34683.0
449782E,74048,False,,34684.0
1800187744A,25340,True,,34685.0
1800187744A,45776,False,,34686.0
1800187744A,63684,True,,34687.0
1800187744A,183697,False,,34688.0
1800187744A,47326,True,,34689.0
1800187744A,220351,False,,34690.0
2000844843D,63750,False,,34691.0
1803322D,92204,False,,34692.0
1800145324E,73922,False,,34693.0
1800145324E,256821,False,,34694.0
939285E,9326,False,,34695.0
1823308E,130858,True,,34696.0
2001918000B,42870,True,,34697.0
2000892475A,98585,True,,34698.0
2549584C,37167,True,,34699.0
2549584C,48343,False,,34700.0
2002425181C,273012,False,,34701.0
2002075557C,74279,True,,34702.0
2002075557C,349598,True,,34703.0
2102164C,165351,True,,34704.0
2102164C,9326,True,,34705.0
1036386C,135612,False,,34706.0
1036386C,257276,False,,34707.0
1036386C,133821,True,,34708.0
1036386C,47647,True,,34709.0
1036386C,214782,False,,34710.0
1036386C,229171,False,,34711.0
1036386C,7750,False,,34712.0
1036386C,57781,True,,34713.0
1036386C,170690,True,,34714.0
1036386C,27210,True,,34715.0
1036386C,81038,True,,34716.0
1801476664B,224691,True,,34717.0
1801476664B,35475,True,,34718.0
1801476664B,9267,True,,34719.0
1801476664B,74158,True,,34720.0
1801476664B,84324,True,,34721.0
1801476664B,35813,False,,34722.0
2002223590D,71179,True,,34723.0
2002223590D,76425,True,,34724.0
2000278639E,514796,True,,34725.0
2001471958B,22080,False,,34726.0
2001471958B,93373,False,,34727.0
2001471958B,4957,True,,34728.0
2001471958B,77520,False,,34729.0
2001471958B,65768,False,,34730.0
2001471958B,39659,True,,34731.0
2001471958B,315129,True,,34732.0
457078C,359834,False,,34733.0
457078C,211269,True,,34734.0
457078C,370970,True,,34735.0
457078C,358066,True,,34736.0
457078C,308361,False,,34737.0
457078C,284924,False,,34738.0
1873890B,133436,True,,34739.0
1122064D,42841,True,,34740.0
993297B,238069,False,,34741.0
982599A,120937,True,,34742.0
982599A,25690,False,,34743.0
982599A,76416,True,,34744.0
982599A,56906,True,,34745.0
982599A,83678,False,,34746.0
1800069020A,150898,False,,34747.0
2001456884E,272989,False,,34748.0
2001456884E,96361,True,,34749.0
2001456884E,121869,False,,34750.0
2000730538E,59898,False,,34751.0
2000730538E,21597,True,,34752.0
2000730538E,29570,False,,34753.0
2340489C,56209,True,,34754.0
2340489C,49390,False,,34755.0
1396149E,23057,False,,34756.0
718328B,41705,True,,34757.0
2000938162C,133795,False,,34758.0
2001069657B,150850,True,,34759.0
1703109D,401886,True,,34760.0
2002139409E,129926,True,,34761.0
836639C,50484,False,,34762.0
836639C,202131,True,,34763.0
836639C,14061,False,,34764.0
836639C,106251,True,,34765.0
1175921A,256328,False,,34766.0
550985A,151029,False,,34767.0
210170C,2886,True,,34768.0
2835577D,116006,True,,34769.0
1911959E,71876,False,,34770.0
706419E,255227,True,,34771.0
706419E,329296,True,,34772.0
706419E,60160,False,,34773.0
706419E,270056,True,,34774.0
706419E,227340,False,,34775.0
706419E,19135,False,,34776.0
706419E,87324,False,,34777.0
706419E,81047,True,,34778.0
706419E,327447,False,,34779.0
706419E,40208,False,,34780.0
706419E,66071,False,,34781.0
706419E,123253,False,,34782.0
706419E,20408,True,,34783.0
1709320C,23455,False,,34784.0
2001574014D,8701,False,,34785.0
351550E,41283,False,,34786.0
351550E,345607,False,,34787.0
351550E,211835,False,,34788.0
626098D,101954,False,,34789.0
95438D,24178,False,,34790.0
194222A,29301,True,,34791.0
2001702959E,94251,True,,34792.0
2902973A,129926,True,,34793.0
2001437278A,217319,True,,34794.0
698166B,42040,True,,34795.0
56889B,168,True,,34796.0
56889B,65634,True,,34797.0
2000018471B,157686,True,,34798.0
2000018471B,443917,True,,34799.0
2000018471B,307027,False,,34800.0
2002156675C,40294,True,,34801.0
2002156675C,62263,True,,34802.0
2002156675C,106362,False,,34803.0
513441A,152334,True,,34804.0
136937A,27144,True,,34805.0
12246A,284265,True,,34806.0
12246A,75520,False,,34807.0
12246A,3596,True,,34808.0
1803510335C,92175,True,,34809.0
1672401A,398741,True,,34810.0
1383925C,89204,True,,34811.0
238266E,263426,True,,34812.0
238266E,25275,True,,34813.0
238266E,71967,False,,34814.0
238266E,19123,False,,34815.0
238266E,242966,True,,34816.0
238266E,106130,False,,34817.0
238266E,371669,True,,34818.0
1667023E,104732,False,,34819.0
1667023E,44644,True,,34820.0
1983962D,37184,True,,34821.0
1983962D,95697,True,,34822.0
1983962D,33386,False,,34823.0
1983962D,159346,True,,34824.0
1983962D,128858,True,,34825.0
2000986843D,11279,True,,34826.0
2000986843D,28005,False,,34827.0
2000986843D,93223,False,,34828.0
2000986843D,10131,True,,34829.0
2000986843D,39369,True,,34830.0
2000986843D,2531,True,,34831.0
2212541E,295954,False,,34832.0
2002826539B,50338,True,,34833.0
835300E,86057,True,,34834.0
835300E,192637,False,,34835.0
835300E,37336,True,,34836.0
835300E,106251,True,,34837.0
835300E,152161,True,,34838.0
835300E,39087,True,,34839.0
835300E,203892,False,,34840.0
835300E,78106,True,,34841.0
835300E,10155,True,,34842.0
835300E,163949,False,,34843.0
43004596C,57535,True,,34844.0
2766601C,17123,True,,34845.0
2460740E,60594,False,,34846.0
470201C,149492,True,,34847.0
470201C,105830,True,,34848.0
470201C,55247,False,,34849.0
470201C,95222,True,,34850.0
470201C,24576,False,,34851.0
470201C,119631,True,,34852.0
470201C,71054,False,,34853.0
2740650A,19533,True,,34854.0
2739600D,388389,True,,34855.0
2739600D,40633,False,,34856.0
2739600D,395280,True,,34857.0
2739600D,407666,True,,34858.0
473414E,20755,False,,34859.0
2000324257C,39937,True,,34860.0
2000324257C,137725,False,,34861.0
1802442719C,70904,False,,34862.0
883591D,129345,False,,34863.0
883591D,10481,True,,34864.0
883591D,11424,True,,34865.0
883591D,307090,True,,34866.0
883591D,15411,True,,34867.0
883591D,43824,False,,34868.0
1802540411C,202142,False,,34869.0
2119602A,373471,False,,34870.0
2119602A,218925,True,,34871.0
2119602A,112180,True,,34872.0
2119602A,86052,False,,34873.0
542900C,69450,True,,34874.0
2001702713D,122412,True,,34875.0
2000430398C,34688,True,,34876.0
14531D,126879,False,,34877.0
14531D,83612,False,,34878.0
14531D,13176,False,,34879.0
14531D,427537,True,,34880.0
2561495A,134022,True,,34881.0
12474993D,12134,True,,34882.0
12474993D,75737,False,,34883.0
982590A,90674,False,,34884.0
933155A,106321,True,,34885.0
474496B,31206,True,,34886.0
1257385E,120937,True,,34887.0
1257385E,92228,False,,34888.0
890597E,22941,True,,34889.0
890597E,105122,True,,34890.0
890597E,125206,True,,34891.0
890597E,99898,True,,34892.0
890597E,52892,True,,34893.0
890597E,3596,False,,34894.0
890597E,230973,True,,34895.0
2154599A,280614,True,,34896.0
2154599A,46420,False,,34897.0
1803307933E,141983,True,,34898.0
2002778625E,54257,False,,34899.0
2002778625E,367918,False,,34900.0
2002778625E,169172,True,,34901.0
741512A,347607,False,,34902.0
2000328463C,416497,True,,34903.0
2000328463C,156964,False,,34904.0
2000328463C,221234,True,,34905.0
2000328463C,472445,False,,34906.0
2000328463C,213038,True,,34907.0
2000328463C,72297,True,,34908.0
1803771600B,92016,True,,34909.0
1803771600B,8987,False,,34910.0
1803771600B,366757,False,,34911.0
1803771600B,144669,True,,34912.0
1803771600B,7678,True,,34913.0
1803771600B,19517,False,,34914.0
